Team,FirstName,LastName,Nationality,Age,Team_Location,College,HighSchool,BirthState,State_Born,Experience,League,FullName,BirthCity,State
NE,Tyrone,Wheatley Jr.,,27.0,Massachusetts,Stony Brook,,,,2.0,NFL,Tyrone Wheatley Jr.,,
NE,Michael,Jordan,,26.0,Massachusetts,Ohio State,,,,5.0,NFL,Michael Jordan,,
NE,Calvin,Anderson,,28.0,Massachusetts,Texas,,,,6.0,NFL,Calvin Anderson,,
NE,Chukwuma,Okorafor,,26.0,Massachusetts,Western Michigan,,,,6.0,NFL,Chukwuma Okorafor,,
NE,Kayshon,Boutte,,22.0,Massachusetts,LSU,,,,2.0,NFL,Kayshon Boutte,,
NE,Austin,Hooper,,29.0,Massachusetts,Stanford,,,,8.0,NFL,Austin Hooper,,
NE,JaQuae,Jackson,,24.0,Massachusetts,Rutgers,,,,0.0,NFL,JaQuae Jackson,,
NE,Jalen,Reagor,,25.0,Massachusetts,TCU,,,,5.0,NFL,Jalen Reagor,,
NE,Kendrick,Bourne,,28.0,Massachusetts,Eastern Washington,,,,7.0,NFL,Kendrick Bourne,,
NE,Hunter,Henry,,29.0,Massachusetts,Arkansas,,,,8.0,NFL,Hunter Henry,,
NE,Kawaan,Baker,,25.0,Massachusetts,South Alabama,,,,2.0,NFL,Kawaan Baker,,
NE,Mitchell,Wilcox,,27.0,Massachusetts,South Florida,,,,5.0,NFL,Mitchell Wilcox,,
NE,Jaheim,Bell,,23.0,Massachusetts,Florida State,,,,0.0,NFL,Jaheim Bell,,
NE,Christian,Barmore,,24.0,Massachusetts,Alabama,,,,4.0,NFL,Christian Barmore,,
NE,Deatrich,Wise Jr.,,29.0,Massachusetts,Arkansas,,,,7.0,NFL,Deatrich Wise Jr.,,
NE,Davon,Godchaux,,29.0,Massachusetts,LSU,,,,7.0,NFL,Davon Godchaux,,
NE,Oshane,Ximines,,27.0,Massachusetts,Old Dominion,,,,5.0,NFL,Oshane Ximines,,
NE,Armon,Watts,,27.0,Massachusetts,Arkansas,,,,6.0,NFL,Armon Watts,,
NE,Daniel,Ekuale,,30.0,Massachusetts,Washington State,,,,6.0,NFL,Daniel Ekuale,,
NE,Sam,Roberts,,26.0,Massachusetts,Northwest Missouri State,,,,3.0,NFL,Sam Roberts,,
NE,Trysten,Hill,,26.0,Massachusetts,Central Florida,,,,6.0,NFL,Trysten Hill,,
NE,Jeremiah,Pharms Jr.,,27.0,Massachusetts,Friends,,,,2.0,NFL,Jeremiah Pharms Jr.,,
NE,Keion,White,,25.0,Massachusetts,Georgia Tech,,,,2.0,NFL,Keion White,,
NO,Mac,McCain III,,26.0,Louisiana,North Carolina A&T,,,,5.0,NFL,Mac McCain III,,
NO,Ugo,Amadi,,27.0,Louisiana,Oregon,,,,10.0,NFL,Ugo Amadi,,
NO,Alontae,Taylor,,25.0,Louisiana,Tennessee,,,,5.0,NFL,Alontae Taylor,,
NO,Jake,Haener,,25.0,Louisiana,Fresno State,,,,3.0,NFL,Jake Haener,,
NO,Derek,Carr,,33.0,Louisiana,Fresno State,,,,14.0,NFL,Derek Carr,,
NO,Will,Harris,,28.0,Louisiana,Boston College,,,,10.0,NFL,Will Harris,,
NO,Willie,Gay,,26.0,Louisiana,Mississippi State,,,,8.0,NFL,Willie Gay,,
NO,Taysom,Hill,,33.0,Louisiana,Brigham Young,,,,10.0,NFL,Taysom Hill,,
NO,Nathan,Peterman,,30.0,Louisiana,Pittsburgh,,,,10.0,NFL,Nathan Peterman,,
NO,Cedrick,Wilson Jr.,,28.0,Louisiana,Boise State,,,,12.0,NFL,Cedrick Wilson Jr.,,
NO,Chris,Olave,,24.0,Louisiana,Ohio State,,,,5.0,NFL,Chris Olave,,
NO,Equanimeous,St. Brown,,27.0,Louisiana,Notre Dame,,,,12.0,NFL,Equanimeous St. Brown,,
NO,Stanley,Morgan Jr.,,27.0,Louisiana,Nebraska,,,,8.0,NFL,Stanley Morgan Jr.,,
NO,Lou,Hedley,,31.0,Louisiana,Miami (FL),,,,3.0,NFL,Lou Hedley,,
NO,Bub,Means,,23.0,Louisiana,Pittsburgh,,,,0.0,NFL,Bub Means,,
NO,A.T.,Perry,,24.0,Louisiana,Wake Forest,,,,3.0,NFL,A.T. Perry,,
NO,Spencer,Rattler,,23.0,Louisiana,South Carolina,,,,0.0,NFL,Spencer Rattler,,
NO,Blake,Grupe,,25.0,Louisiana,Notre Dame,,,,3.0,NFL,Blake Grupe,,
NO,Pete,Werner,,26.0,Louisiana,Ohio State,,,,7.0,NFL,Pete Werner,,
NO,Jamaal,Williams,,29.0,Louisiana,Brigham Young,,,,10.0,NFL,Jamaal Williams,,
NO,Rashid,Shaheed,,25.0,Louisiana,Weber State,,,,5.0,NFL,Rashid Shaheed,,
NO,Marshon,Lattimore,,28.0,Louisiana,Ohio State,,,,10.0,NFL,Marshon Lattimore,,
NO,Johnathan,Abram,,27.0,Louisiana,Mississippi State,,,,10.0,NFL,Johnathan Abram,,
NO,Kendre,Miller,,22.0,Louisiana,TCU,,,,3.0,NFL,Kendre Miller,,
NO,James,Robinson,,25.0,Louisiana,Illinois State,,,,7.0,NFL,James Robinson,,
NO,Shemar,Jean-Charles,,26.0,Louisiana,Appalachian State,,,,7.0,NFL,Shemar JeanCharles,,
NO,Rejzohn,Wright,,23.0,Louisiana,Oregon State,,,,2.0,NFL,Rejzohn Wright,,
NO,Paulson,Adebo,,25.0,Louisiana,Stanford,,,,7.0,NFL,Paulson Adebo,,
NO,Roderic,Teamer,,27.0,Louisiana,Tulane,,,,8.0,NFL,Roderic Teamer,,
NO,Jordan,Howden,,24.0,Louisiana,Minnesota,,,,3.0,NFL,Jordan Howden,,
NO,Tyrann,Mathieu,,32.0,Louisiana,LSU,,,,16.0,NFL,Tyrann Mathieu,,
NO,Jordan,Mims,,25.0,Louisiana,Fresno State,,,,2.0,NFL,Jordan Mims,,
NO,Kool-Aid,McKinstry,,21.0,Louisiana,Alabama,,,,0.0,NFL,KoolAid McKinstry,,
NO,Jacob,Kibodi,,25.0,Louisiana,Louisiana-Lafayette,,,,0.0,NFL,Jacob Kibodi,,
NO,Rico,Payton,,24.0,Louisiana,Pittsburg State (KS),,,,0.0,NFL,Rico Payton,,
NO,Lawrence,Johnson,,24.0,Louisiana,Southeast Missouri State,,,,0.0,NFL,Lawrence Johnson,,
NO,Millard,Bradford,,24.0,Louisiana,TCU,,,,0.0,NFL,Millard Bradford,,
NO,Charlie,Smyth,,23.0,Louisiana,,,,,0.0,NFL,Charlie Smyth,,
NO,Zander,Horvath,,25.0,Louisiana,Purdue,,,,3.0,NFL,Zander Horvath,,
NO,Alvin,Kamara,,28.0,Louisiana,Tennessee,,,,10.0,NFL,Alvin Kamara,,
NO,Matthew,Hayball,,27.0,Louisiana,Vanderbilt,,,,0.0,NFL,Matthew Hayball,,
NO,Isaiah,Stalbird,,23.0,Louisiana,South Dakota State,,,,,NFL,Isaiah Stalbird,,
NO,Nephi,Sewell,,25.0,Louisiana,Utah,,,,3.0,NFL,Nephi Sewell,,
NO,Adam,Prentice,,27.0,Louisiana,South Carolina,,,,7.0,NFL,Adam Prentice,,
NO,Khaleke,Hudson,,26.0,Louisiana,Michigan,,,,8.0,NFL,Khaleke Hudson,,
NO,J.T.,Gray,,28.0,Louisiana,Mississippi State,,,,12.0,NFL,J.T. Gray,,
NO,Zach,Wood,,31.0,Louisiana,Southern Methodist,,,,10.0,NFL,Zach Wood,,
NO,Khalen,Saunders,,27.0,Louisiana,Western Illinois,,,,10.0,NFL,Khalen Saunders,,
NO,Cesar,Ruiz,,25.0,Louisiana,Michigan,,,,8.0,NFL,Cesar Ruiz,,
NO,D'Marco,Jackson,,25.0,Louisiana,Appalachian State,,,,5.0,NFL,D'Marco Jackson,,
NO,Jaylan,Ford,,22.0,Louisiana,Texas,,,,0.0,NFL,Jaylan Ford,,
NO,Isaiah,Foskey,,23.0,Louisiana,Notre Dame,,,,3.0,NFL,Isaiah Foskey,,
NO,Demario,Davis,,35.0,Louisiana,Arkansas State,,,,17.0,NFL,Demario Davis,,
NO,Niko,Lalos,,27.0,Louisiana,Dartmouth,,,,5.0,NFL,Niko Lalos,,
NO,Anfernee,Orji,,23.0,Louisiana,Vanderbilt,,,,2.0,NFL,Anfernee Orji,,
NO,Monty,Rice,,25.0,Louisiana,Georgia,,,,7.0,NFL,Monty Rice,,
NO,Kyle,Hergel,,24.0,Louisiana,Boston College,,,,,NFL,Kyle Hergel,,
NO,Sincere,Haynesworth,,23.0,Louisiana,Tulane,,,,0.0,NFL,Sincere Haynesworth,,
NO,Lucas,Patrick,,30.0,Louisiana,Duke,,,,10.0,NFL,Lucas Patrick,,
NO,Nouri,Nouili,,23.0,Louisiana,Nebraska,,,,,NFL,Nouri Nouili,,
NO,Nick,Saldiveri,,23.0,Louisiana,Old Dominion,,,,3.0,NFL,Nick Saldiveri,,
NO,Shane,Lemieux,,27.0,Louisiana,Oregon,,,,8.0,NFL,Shane Lemieux,,
NO,Landon,Young,,26.0,Louisiana,Kentucky,,,,7.0,NFL,Landon Young,,
NO,Mark,Evans II,,24.0,Louisiana,Arkansas-Pine Bluff,,,,2.0,NFL,Mark Evans II,,
NO,Kyler,Baugh,,22.0,Louisiana,Minnesota,,,,0.0,NFL,Kyler Baugh,,
NO,Trevor,Penning,,25.0,Louisiana,Northern Iowa,,,,5.0,NFL,Trevor Penning,,
NO,Ryan,Ramczyk,,30.0,Louisiana,Wisconsin,,,,10.0,NFL,Ryan Ramczyk,,
NO,Josiah,Ezirim,,23.0,Louisiana,Eastern Kentucky,,,,,NFL,Josiah Ezirim,,
NO,Olisaemeka,Udoh,,27.0,Louisiana,Elon,,,,10.0,NFL,Olisaemeka Udoh,,
NO,Taliese,Fuaga,,22.0,Louisiana,Oregon State,,,,,NFL,Taliese Fuaga,,
NO,Trajan,Jeffcoat,,24.0,Louisiana,Arkansas,,,,0.0,NFL,Trajan Jeffcoat,,
NO,Justin,Herron,,28.0,Louisiana,Wake Forest,,,,7.0,NFL,Justin Herron,,
NO,Erik,McCoy,,26.0,Louisiana,Texas A&M,,,,10.0,NFL,Erik McCoy,,
NO,Jermaine,Jackson,,24.0,Louisiana,Idaho,,,,0.0,NFL,Jermaine Jackson,,
NO,Juwan,Johnson,,27.0,Louisiana,Oregon,,,,8.0,NFL,Juwan Johnson,,
NO,Mason,Tipton,,23.0,Louisiana,Yale,,,,0.0,NFL,Mason Tipton,,
NO,Dallin,Holker,,24.0,Louisiana,Colorado State,,,,0.0,NFL,Dallin Holker,,
NO,Michael,Jacobson,,27.0,Louisiana,Iowa State,,,,2.0,NFL,Michael Jacobson,,
NO,Foster,Moreau,,27.0,Louisiana,LSU,,,,10.0,NFL,Foster Moreau,,
NO,Jesper,Horsted,,27.0,Louisiana,Princeton,,,,8.0,NFL,Jesper Horsted,,
NO,Tommy,Hudson,,27.0,Louisiana,Arizona State,,,,3.0,NFL,Tommy Hudson,,
NO,Bryan,Bresee,,22.0,Louisiana,Clemson,,,,3.0,NFL,Bryan Bresee,,
NO,Kendal,Vickers,,29.0,Louisiana,Tennessee,,,,7.0,NFL,Kendal Vickers,,
NO,Tanoh,Kpassagnon,,30.0,Louisiana,Villanova,,,,10.0,NFL,Tanoh Kpassagnon,,
NO,Nathan,Shepherd,,30.0,Louisiana,Fort Hays State,,,,12.0,NFL,Nathan Shepherd,,
NO,Cameron,Jordan,,35.0,Louisiana,California,,,,18.0,NFL,Cameron Jordan,,
NO,Jack,Heflin,,26.0,Louisiana,Iowa,,,,3.0,NFL,Jack Heflin,,
NO,Carl,Granderson,,27.0,Louisiana,Wyoming,,,,10.0,NFL,Carl Granderson,,
NO,Khristian,Boyd,,24.0,Louisiana,Northern Iowa,,,,0.0,NFL,Khristian Boyd,,
NO,Payton,Turner,,25.0,Louisiana,Houston,,,,7.0,NFL,Payton Turner,,
NO,Chase,Young,,25.0,Louisiana,Ohio State,,,,8.0,NFL,Chase Young,,
NYG,Jacob,Saylors,,23.0,New York,East Tennessee State,,,,1.0,NFL,Jacob Saylors,,
NYG,Brian,Burns,,26.0,New York,Florida State,,,,7.0,NFL,Brian Burns,,
NYG,John,Jiles,,24.0,New York,West Florida,,,,0.0,NFL,John Jiles,,
NYG,Drew,Lock,,27.0,New York,Missouri,,,,7.0,NFL,Drew Lock,,
NYG,Deonte,Banks,,23.0,New York,Maryland,,,,2.0,NFL,Deonte Banks,,
NYG,Nathan,Rourke,,26.0,New York,Ohio,,,,1.0,NFL,Nathan Rourke,,
NYG,Kayvon,Thibodeaux,,23.0,New York,Oregon,,,,4.0,NFL,Kayvon Thibodeaux,,
NYG,Chase,Cota,,24.0,New York,Oregon,,,,1.0,NFL,Chase Cota,,
NYG,Jamie,Gillan,,27.0,New York,Arkansas-Pine Bluff,,,,7.0,NFL,Jamie Gillan,,
NYG,Bryce,Ford-Wheaton,,24.0,New York,West Virginia,,,,2.0,NFL,Bryce FordWheaton,,
NYG,Daniel,Jones,,27.0,New York,Duke,,,,7.0,NFL,Daniel Jones,,
NYG,Graham,Gano,,37.0,New York,Florida State,,,,16.0,NFL,Graham Gano,,
NYG,Malik,Nabers,,20.0,New York,LSU,,,,0.0,NFL,Malik Nabers,,
NYG,Jalin,Hyatt,,22.0,New York,Tennessee,,,,2.0,NFL,Jalin Hyatt,,
NYG,Allen,Robinson II,,30.0,New York,Penn State,,,,12.0,NFL,Allen Robinson II,,
NYG,Tommy,Devito,,25.0,New York,Illinois,,,,2.0,NFL,Tommy Devito,,
NYG,Wan'Dale,Robinson,,23.0,New York,Kentucky,,,,4.0,NFL,Wan'Dale Robinson,,
NYG,Isaiah,Hodgins,,25.0,New York,Oregon State,,,,5.0,NFL,Isaiah Hodgins,,
NYG,Isaiah,Simmons,,25.0,New York,Clemson,,,,6.0,NFL,Isaiah Simmons,,
NYG,Ayir,Asante,,23.0,New York,Wyoming,,,,0.0,NFL,Ayir Asante,,
NYG,David,Long Jr.,,26.0,New York,Michigan,,,,7.0,NFL,David Long Jr.,,
NYG,Eric,Gray,,24.0,New York,Oklahoma,,,,2.0,NFL,Eric Gray,,
NYG,Jalen,Mills,,30.0,New York,LSU,,,,11.0,NFL,Jalen Mills,,
NYG,Dru,Phillips,,22.0,New York,Kentucky,,,,0.0,NFL,Dru Phillips,,
NYG,Tre,Herndon,,28.0,New York,Vanderbilt,,,,8.0,NFL,Tre Herndon,,
NYG,Dane,Belton,,23.0,New York,Iowa,,,,4.0,NFL,Dane Belton,,
NYG,Dante,Miller,,25.0,New York,South Carolina,,,,0.0,NFL,Dante Miller,,
NYG,Alex,Johnson,,23.0,New York,UCLA,,,,0.0,NFL,Alex Johnson,,
NYG,Devin,Singletary,,26.0,New York,Florida Atlantic,,,,7.0,NFL,Devin Singletary,,
NYG,Jason,Pinnock,,25.0,New York,Pittsburgh,,,,5.0,NFL,Jason Pinnock,,
NYG,Cor'Dale,Flott,,22.0,New York,LSU,,,,4.0,NFL,Cor'Dale Flott,,
NYG,Tyrone,Tracy Jr.,,24.0,New York,Purdue,,,,0.0,NFL,Tyrone Tracy Jr.,,
NYG,Darnay,Holmes,,26.0,New York,UCLA,,,,6.0,NFL,Darnay Holmes,,
NYG,Tyler,Nubin,,23.0,New York,Minnesota,,,,0.0,NFL,Tyler Nubin,,
NYG,Aaron,Robinson,,26.0,New York,Central Florida,,,,5.0,NFL,Aaron Robinson,,
NYG,Elijah,Riley,,26.0,New York,Army,,,,5.0,NFL,Elijah Riley,,
NYG,Jashaun,Corbin,,23.0,New York,Florida State,,,,2.0,NFL,Jashaun Corbin,,
NYG,Stantley,Thomas-Oliver,,26.0,New York,Florida International,,,,5.0,NFL,Stantley ThomasOliver,,
NYG,Tre,Hawkins III,,23.0,New York,Old Dominion,,,,2.0,NFL,Tre Hawkins III,,
NYG,Kaleb,Hayes,,25.0,New York,Brigham Young,,,,1.0,NFL,Kaleb Hayes,,
NYG,Gervarrius,Owens,,24.0,New York,Houston,,,,2.0,NFL,Gervarrius Owens,,
NYG,Micah,McFadden,,24.0,New York,Indiana,,,,4.0,NFL,Micah McFadden,,
NYG,Darrian,Beavers,,25.0,New York,Cincinnati,,,,2.0,NFL,Darrian Beavers,,
NYG,Nick,McCloud,,26.0,New York,Notre Dame,,,,5.0,NFL,Nick McCloud,,
NYG,Tomon,Fox,,26.0,New York,North Carolina,,,,2.0,NFL,Tomon Fox,,
NYG,Ovie,Oghoufo,,24.0,New York,LSU,,,,0.0,NFL,Ovie Oghoufo,,
NYG,Theo,Johnson,,23.0,New York,Penn State,,,,0.0,NFL,Theo Johnson,,
NYG,Benton,Whitley,,25.0,New York,Holy Cross,,,,4.0,NFL,Benton Whitley,,
NYG,Matthew,Adams,,28.0,New York,Houston,,,,8.0,NFL,Matthew Adams,,
NYG,Azeez,Ojulari,,24.0,New York,Georgia,,,,5.0,NFL,Azeez Ojulari,,
NYG,Carter,Coughlin,,26.0,New York,Minnesota,,,,6.0,NFL,Carter Coughlin,,
NYG,Darius,Muasau,,23.0,New York,UCLA,,,,0.0,NFL,Darius Muasau,,
NYG,Dyontae,Johnson,,23.0,New York,Toledo,,,,1.0,NFL,Dyontae Johnson,,
NYG,Boogie,Basham,,26.0,New York,Wake Forest,,,,5.0,NFL,Boogie Basham,,
NYG,Bobby,Okereke,,27.0,New York,Stanford,,,,7.0,NFL,Bobby Okereke,,
NYG,Casey,Kreiter,,33.0,New York,Iowa,,,,11.0,NFL,Casey Kreiter,,
NYG,Marcus,McKethan,,25.0,New York,North Carolina,,,,4.0,NFL,Marcus McKethan,,
NYG,John Michael,Schmitz Jr.,,25.0,New York,Minnesota,,,,2.0,NFL,John Michael Schmitz Jr.,,
NYG,Jalen,Mayfield,,24.0,New York,Michigan,,,,4.0,NFL,Jalen Mayfield,,
NYG,Jimmy,Morrissey,,26.0,New York,Pittsburgh,,,,4.0,NFL,Jimmy Morrissey,,
NYG,Jake,Kubas,,23.0,New York,North Dakota State,,,,,NFL,Jake Kubas,,
NYG,Aaron,Stinnie,,30.0,New York,James Madison,,,,8.0,NFL,Aaron Stinnie,,
NYG,Austin,Schlottmann,,28.0,New York,TCU,,,,7.0,NFL,Austin Schlottmann,,
NYG,Matt,Nelson,,28.0,New York,Iowa,,,,6.0,NFL,Matt Nelson,,
NYG,Yodny,Cajuste,,28.0,New York,West Virginia,,,,13.0,NFL,Yodny Cajuste,,
NYG,Marcellus,Johnson,,24.0,New York,Missouri,,,,,NFL,Marcellus Johnson,,
NYG,Jermaine,Eluemunor,,29.0,New York,Texas A&M,,,,9.0,NFL,Jermaine Eluemunor,,
NYG,Evan,Neal,,23.0,New York,Alabama,,,,4.0,NFL,Evan Neal,,
NYG,Joshua,Ezeudu,,24.0,New York,North Carolina,,,,4.0,NFL,Joshua Ezeudu,,
NYG,Jon,Runyan,,26.0,New York,Michigan,,,,6.0,NFL,Jon Runyan,,
NYG,Joshua,Miles,,28.0,New York,Morgan State,,,,6.0,NFL,Joshua Miles,,
NYG,Andrew,Thomas,,25.0,New York,Georgia,,,,6.0,NFL,Andrew Thomas,,
NYG,Gunner,Olszewski,,27.0,New York,Bemidji State,,,,7.0,NFL,Gunner Olszewski,,
NYG,Miles,Boykin,,27.0,New York,Notre Dame,,,,7.0,NFL,Miles Boykin,,
NYG,Daniel,Bellinger,,23.0,New York,San Diego State,,,,4.0,NFL,Daniel Bellinger,,
NYG,Lawrence,Cager,,26.0,New York,Georgia,,,,5.0,NFL,Lawrence Cager,,
NYG,Tyree,Jackson,,26.0,New York,Buffalo,,,,4.0,NFL,Tyree Jackson,,
NYG,Chris,Manhertz,,32.0,New York,Canisius College,,,,11.0,NFL,Chris Manhertz,,
NYG,Darius,Slayton,,27.0,New York,Auburn,,,,7.0,NFL,Darius Slayton,,
NYG,Isaiah,McKenzie,,29.0,New York,Georgia,,,,9.0,NFL,Isaiah McKenzie,,
NYG,Dennis,Houston,,25.0,New York,Western Illinois,,,,1.0,NFL,Dennis Houston,,
NYG,Jack,Stoll,,26.0,New York,Nebraska,,,,5.0,NFL,Jack Stoll,,
NYG,Ryder,Anderson,,25.0,New York,Indiana,,,,2.0,NFL,Ryder Anderson,,
NYG,Casey,Rogers,,25.0,New York,Oregon,,,,0.0,NFL,Casey Rogers,,
NYG,Rakeem,Nuñez-Roches,,31.0,New York,Southern Mississippi,,,,11.0,NFL,Rakeem NuñezRoches,,
NYG,Elijah,Chatman,,23.0,New York,Southern Methodist,,,,0.0,NFL,Elijah Chatman,,
NYG,Jordon,Riley,,26.0,New York,Oregon,,,,2.0,NFL,Jordon Riley,,
NYG,Timmy,Horne,,26.0,New York,Kansas State,,,,4.0,NFL,Timmy Horne,,
NYG,Dexter,Lawrence II,,26.0,New York,Clemson,,,,7.0,NFL,Dexter Lawrence II,,
NYG,D.J.,Davidson,,24.0,New York,Arizona State,,,,4.0,NFL,D.J. Davidson,,
NYG,Jordan,Phillips,,31.0,New York,Oklahoma,,,,11.0,NFL,Jordan Phillips,,
NYG,Jude,McAtamney,,24.0,New York,Rutgers,,,,0.0,NFL,Jude McAtamney,,
NYJ,Kohl,Levao,,26.0,New York,Hawaii,,,,,NFL,Kohl Levao,,
NYJ,Braelon,Allen,,20.0,New York,Wisconsin,,,,0.0,NFL,Braelon Allen,,
NYJ,Sauce,Gardner,,22.0,New York,Cincinnati,,,,0.0,NFL,Sauce Gardner,,
NYJ,Tyrod,Taylor,,34.0,New York,Virginia Tech,,,,2.0,NFL,Tyrod Taylor,,
NYJ,Jordan,Travis,,24.0,New York,Florida State,,,,0.0,NFL,Jordan Travis,,
NYJ,D.J.,Reed,,27.0,New York,Kansas State,,,,1.0,NFL,D.J. Reed,,
NYJ,Garrett,Wilson,,23.0,New York,Ohio State,,,,0.0,NFL,Garrett Wilson,,
NYJ,Thomas,Morstead,,38.0,New York,Southern Methodist,,,,3.0,NFL,Thomas Morstead,,
NYJ,Haason,Reddick,,29.0,New York,Temple,,,,1.0,NFL,Haason Reddick,,
NYJ,Aaron,Rodgers,,40.0,New York,California,,,,3.0,NFL,Aaron Rodgers,,
NYJ,Greg,Zuerlein,,36.0,New York,Missouri Western State,,,,2.0,NFL,Greg Zuerlein,,
NYJ,Allen,Lazard,,28.0,New York,Iowa State,,,,1.0,NFL,Allen Lazard,,
NYJ,Jermaine,Johnson,,25.0,New York,Florida State,,,,0.0,NFL,Jermaine Johnson,,
NYJ,Andrew,Peasley,,24.0,New York,Wyoming,,,,0.0,NFL,Andrew Peasley,,
NYJ,Austin,Seibert,,27.0,New York,Oklahoma,,,,1.0,NFL,Austin Seibert,,
NYJ,Jason,Brownlee,,25.0,New York,Southern Mississippi,,,,0.0,NFL,Jason Brownlee,,
NYJ,Malachi,Corley,,22.0,New York,Western Kentucky,,,,,NFL,Malachi Corley,,
NYJ,Mike,Williams,,29.0,New York,Clemson,,,,1.0,NFL,Mike Williams,,
NYJ,Irvin,Charles,,27.0,New York,Indiana (PA),,,,0.0,NFL,Irvin Charles,,
NYJ,Breece,Hall,,23.0,New York,Iowa State,,,,0.0,NFL,Breece Hall,,
NYJ,Ashtyn,Davis,,27.0,New York,California,,,,1.0,NFL,Ashtyn Davis,,
NYJ,Tony,Adams,,25.0,New York,Illinois,,,,0.0,NFL,Tony Adams,,
NYJ,Isaiah,Oliver,,27.0,New York,Colorado,,,,1.0,NFL,Isaiah Oliver,,
NYJ,Israel,Abanikanda,,21.0,New York,Pittsburgh,,,,0.0,NFL,Israel Abanikanda,,
NYJ,Brandin,Echols,,26.0,New York,Kentucky,,,,1.0,NFL,Brandin Echols,,
NYJ,Jarrick,Bernard-Converse,,24.0,New York,LSU,,,,0.0,NFL,Jarrick BernardConverse,,
NYJ,Michael,Carter II,,25.0,New York,Duke,,,,1.0,NFL,Michael Carter II,,
NYJ,Tarik,Cohen,,28.0,New York,North Carolina A&T,,,,1.0,NFL,Tarik Cohen,,
NYJ,Isaiah,Davis,,22.0,New York,South Dakota State,,,,0.0,NFL,Isaiah Davis,,
NYJ,Jaylen,Key,,24.0,New York,Alabama,,,,0.0,NFL,Jaylen Key,,
NYJ,Al,Blades Jr.,,24.0,New York,Duke,,,,0.0,NFL,Al Blades Jr.,,
NYJ,Hamze,El-Zayat,,24.0,New York,Eastern Michigan,,,,0.0,NFL,Hamze ElZayat,,
NYJ,Xazavian,Valladay,,26.0,New York,Arizona State,,,,0.0,NFL,Xazavian Valladay,,
NYJ,Chuck,Clark,,29.0,New York,Virginia Tech,,,,1.0,NFL,Chuck Clark,,
NYJ,Qwan'tez,Stiggers,,2.0,New York,,,,,0.0,NFL,Qwan'tez Stiggers,,
NYJ,Myles,Jones,,25.0,New York,Duke,,,,0.0,NFL,Myles Jones,,
NYJ,Jarius,Monroe,,23.0,New York,Tulane,,,,0.0,NFL,Jarius Monroe,,
NYJ,Shemar,Bartholomew,,24.0,New York,Georgia Southern,,,,0.0,NFL,Shemar Bartholomew,,
NYJ,Marcelino,McCrary-Ball,,25.0,New York,Indiana,,,,0.0,NFL,Marcelino McCraryBall,,
NYJ,Thomas,Hennessy,,30.0,New York,Duke,,,,1.0,NFL,Thomas Hennessy,,
NYJ,Brandon,Codrington,,23.0,New York,North Carolina Central,,,,0.0,NFL,Brandon Codrington,,
NYJ,Jamien,Sherwood,,24.0,New York,Auburn,,,,1.0,NFL,Jamien Sherwood,,
NYJ,Jimmy,Ciarlo,,23.0,New York,Army,,,,,NFL,Jimmy Ciarlo,,
NYJ,Kevin,Foelsch,,23.0,New York,New Haven,,,,0.0,NFL,Kevin Foelsch,,
NYJ,Lincoln,Sefcik,,24.0,New York,South Alabama,,,,0.0,NFL,Lincoln Sefcik,,
NYJ,Nick,Bawden,,28.0,New York,San Diego State,,,,1.0,NFL,Nick Bawden,,
NYJ,Jackson,Sirmon,,24.0,New York,California,,,,0.0,NFL,Jackson Sirmon,,
NYJ,Sam,Eguavoen,,31.0,New York,Texas Tech,,,,1.0,NFL,Sam Eguavoen,,
NYJ,Zaire,Barnes,,24.0,New York,Western Michigan,,,,0.0,NFL,Zaire Barnes,,
NYJ,Javon,Kinlaw,,26.0,New York,South Carolina,,,,1.0,NFL,Javon Kinlaw,,
NYJ,Chazz,Surratt,,27.0,New York,North Carolina,,,,0.0,NFL,Chazz Surratt,,
NYJ,Quincy,Williams,,27.0,New York,Murray State,,,,1.0,NFL,Quincy Williams,,
NYJ,C.J.,Mosley,,32.0,New York,Alabama,,,,1.0,NFL,C.J. Mosley,,
NYJ,Eric,Watts,,23.0,New York,Connecticut,,,,0.0,NFL,Eric Watts,,
NYJ,Max,Mitchell,,24.0,New York,Louisiana-Lafayette,,,,0.0,NFL,Max Mitchell,,
NYJ,Jake,Hanson,,27.0,New York,Oregon,,,,1.0,NFL,Jake Hanson,,
NYJ,Brady,Latham,,23.0,New York,Arkansas,,,,,NFL,Brady Latham,,
NYJ,Willie,Tyler III,,24.0,New York,Louisville,,,,,NFL,Willie Tyler III,,
NYJ,Xavier,Newman,,24.0,New York,Baylor,,,,0.0,NFL,Xavier Newman,,
NYJ,Joe,Tippmann,,23.0,New York,Wisconsin,,,,0.0,NFL,Joe Tippmann,,
NYJ,Carter,Warren,,25.0,New York,Pittsburgh,,,,0.0,NFL,Carter Warren,,
NYJ,Obinna,Eze,,26.0,New York,TCU,,,,0.0,NFL,Obinna Eze,,
NYJ,Chris,Glaser,,24.0,New York,Virginia,,,,0.0,NFL,Chris Glaser,,
NYJ,Austin,Deculus,,25.0,New York,LSU,,,,0.0,NFL,Austin Deculus,,
NYJ,Wes,Schweitzer,,30.0,New York,San Jose State,,,,1.0,NFL,Wes Schweitzer,,
NYJ,Micheal,Clemons,,26.0,New York,Texas A&M,,,,0.0,NFL,Micheal Clemons,,
